"Name","Team","Kills","Assists","Deaths","HS%","Team_kill","All_entries_won","Bomb_planted","Bomb_defused","KPR","APR","DPR","ADR","TDH","TDA","5K","4K","3K","2K","1K","Trade_kill","Trade_death","1v1","1v1_won","1v2","1v2_won","1v3","1v3_won","1v4","1v4_won","1v5","1v5_won","Utility","Map","Year","Map_Type","Event","Flashed_opponents_for","CT_entry_attempts","CT_entry_attempts_won","T_entry_attempts","T_entry_attempts_won"
"b1t","Natus Vincere",18,3,10,77.78,0,0,4,0,0.72,0.12,0.4,83.1,2078,339,0,0,3,1,7,4,2,0,0,2,0,0,0,0,0,0,0,233272,"de_nuke","01-11-2021","BO1","PGL Major Stockholm 2021",30.84,2,2,0,0
"dev1ce","Ninjas in Pyjamas",16,9,20,56.25,1,3,1,0,0.62,0.35,0.77,75,1951,355,0,0,1,3,8,2,1,0,0,0,0,0,0,2,0,0,0,233272,"de_overpass","01-11-2021","BO1","PGL Major Stockholm 2021",88.14,6,4,3,2
"Perfecto","Natus Vincere",10,4,14,10,1,1,0,0,0.38,0.15,0.54,52.4,1363,201,0,0,0,3,5,3,1,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","01-11-2021","BO1","PGL Major Stockholm 2021",37.28,2,1,1,0
"hampus","Ninjas in Pyjamas",23,6,17,34.78,1,3,2,0,0.88,0.23,0.65,107.2,2786,323,0,0,2,2,14,5,4,0,0,0,0,1,0,0,0,0,0,233272,"de_overpass","01-11-2021","BO1","PGL Major Stockholm 2021",68.2,1,0,3,3
"Boombl4","Natus Vincere",12,4,15,58.33,1,1,3,0,0.46,0.15,0.58,52.6,1368,266,0,0,0,3,7,2,2,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","01-11-2021","BO1","PGL Major Stockholm 2021",103.7,3,1,1,0
"Plopski","Ninjas in Pyjamas",10,1,21,50,1,2,0,0,0.38,0.04,0.81,45.8,1191,272,0,0,0,2,7,4,2,0,0,1,0,0,0,0,0,0,0,233272,"de_overpass","01-11-2021","BO1","PGL Major Stockholm 2021",11.75,4,0,2,1
"LNZ","Ninjas in Pyjamas",9,6,20,66.67,1,3,0,0,0.35,0.23,0.77,43,1117,100,0,0,0,1,8,4,5,0,0,0,0,1,0,0,0,0,0,233272,"de_overpass","01-11-2021","BO1","PGL Major Stockholm 2021",103.82,0,0,3,1
"electronic","Natus Vincere",24,5,17,41.67,1,4,1,0,0.92,0.19,0.65,105.3,2737,483,0,0,2,5,9,7,6,0,0,0,0,0,0,1,0,0,0,233272,"de_overpass","01-11-2021","BO1","PGL Major Stockholm 2021",76.56,3,3,4,2
"b1t","Natus Vincere",25,4,11,72,1,2,1,1,0.96,0.15,0.42,106.3,2763,424,0,0,2,6,8,0,2,0,0,0,0,0,0,1,0,0,0,233272,"de_overpass","01-11-2021","BO1","PGL Major Stockholm 2021",75.1,3,2,2,1
"s1mple","Natus Vincere",19,3,18,47.37,1,2,0,0,0.73,0.12,0.69,80.6,2096,145,0,0,1,5,7,2,4,0,0,1,0,0,0,0,0,0,0,233272,"de_overpass","01-11-2021","BO1","PGL Major Stockholm 2021",45.18,4,2,2,1
"REZ","Ninjas in Pyjamas",7,4,22,85.71,1,1,2,0,0.27,0.15,0.85,46,1195,161,0,0,0,1,6,0,2,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","01-11-2021","BO1","PGL Major Stockholm 2021",29.78,4,2,1,0
"YEKINDAR","Virtus.Pro",13,2,16,46.15,0,3,3,0,0.65,0.1,0.8,60.8,1215,162,0,0,0,4,5,1,5,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",30.33,4,1,3,2
"buster","Virtus.Pro",4,3,16,75,0,2,2,0,0.2,0.15,0.8,44.3,886,119,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",11.38,5,0,2,0
"Qikert","Virtus.Pro",10,5,14,80,0,2,2,0,0.5,0.25,0.7,75.8,1516,267,0,0,0,2,6,2,2,0,0,0,0,0,0,0,0,1,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",49.45,1,0,2,2
"s1mple","Natus Vincere",22,4,8,36.36,0,1,1,0,1.1,0.2,0.4,121.9,2438,233,0,0,1,8,3,1,2,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",81.95,3,2,1,1
"FL1T","Virtus.Pro",9,1,17,44.44,0,0,0,0,0.45,0.05,0.85,45.4,908,180,0,0,0,2,5,1,6,0,0,0,0,0,0,0,0,1,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",43.25,2,0,0,0
"Jame","Virtus.Pro",8,2,17,37.5,0,0,1,0,0.4,0.1,0.85,54.8,1095,70,0,0,0,0,8,2,3,0,0,1,0,1,0,1,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",77.39,1,1,0,0
"Boombl4","Natus Vincere",15,2,7,40,1,0,3,2,0.75,0.1,0.35,71.6,1433,218,0,0,2,2,6,7,1,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",69.89,0,0,0,0
"Perfecto","Natus Vincere",11,3,9,36.36,0,3,0,1,0.55,0.15,0.45,57.7,1154,221,0,0,1,2,4,6,0,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",66.8,0,0,3,0
"b1t","Natus Vincere",17,3,9,88.24,0,1,0,0,0.85,0.15,0.45,94.8,1897,368,0,0,0,4,9,0,4,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",24.68,8,8,1,1
"electronic","Natus Vincere",14,3,12,35.71,0,2,1,1,0.7,0.15,0.6,70.4,1409,241,0,1,1,1,5,5,1,0,0,1,1,0,0,0,0,0,0,233272,"de_overpass","31-10-2021","BO1","PGL Major Stockholm 2021",56.26,2,1,2,1
"misutaaa","Vitality",20,3,22,55,0,1,4,0,0.74,0.11,0.81,91.4,2469,446,0,1,1,3,7,3,4,0,0,0,0,1,0,0,0,0,0,233272,"de_dust2","06-11-2021","BO1","PGL Major Stockholm 2021",46.94,6,4,1,0
"apEX","Vitality",13,15,20,61.54,0,1,1,0,0.48,0.56,0.74,76.5,2065,225,0,0,1,2,6,3,3,0,0,0,0,1,0,0,0,0,0,233272,"de_dust2","06-11-2021","BO1","PGL Major Stockholm 2021",192.24,4,2,1,0
"s1mple","Natus Vincere",22,6,15,27.27,0,3,2,0,0.81,0.22,0.56,82.8,2235,109,0,0,1,4,11,4,3,0,0,0,0,2,0,0,0,0,0,233272,"de_dust2","06-11-2021","BO1","PGL Major Stockholm 2021",73.3,4,3,3,2
"Kyojin","Vitality",10,1,20,60,0,2,2,1,0.37,0.04,0.74,53.2,1436,156,0,0,0,1,8,3,3,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","06-11-2021","BO1","PGL Major Stockholm 2021",60.44,3,0,2,2
"ZywOo","Vitality",19,6,19,36.84,0,4,2,0,0.7,0.22,0.7,67.8,1831,124,0,0,2,4,5,2,3,0,0,0,0,0,0,1,0,0,0,233272,"de_dust2","06-11-2021","BO1","PGL Major Stockholm 2021",131.48,2,1,4,3
"shox","Vitality",16,0,18,50,0,2,1,0,0.59,0,0.67,54.9,1483,171,0,0,0,3,10,3,5,0,0,2,1,0,0,2,0,0,0,233272,"de_dust2","06-11-2021","BO1","PGL Major Stockholm 2021",84.6,2,1,2,1
"electronic","Natus Vincere",16,9,17,43.75,0,2,3,2,0.59,0.33,0.63,68.2,1841,287,0,0,2,1,8,5,2,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","06-11-2021","BO1","PGL Major Stockholm 2021",78.37,2,0,2,0
"Boombl4","Natus Vincere",15,3,15,73.33,0,1,4,0,0.56,0.11,0.56,66.3,1791,336,0,0,0,4,7,3,2,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","06-11-2021","BO1","PGL Major Stockholm 2021",83.31,3,2,1,1
"Perfecto","Natus Vincere",29,2,13,41.38,0,0,0,1,1.07,0.07,0.48,104.3,2815,404,0,1,1,5,12,4,5,0,0,0,0,0,0,1,0,0,0,233272,"de_dust2","06-11-2021","BO1","PGL Major Stockholm 2021",82.66,1,1,0,0
"b1t","Natus Vincere",17,3,18,64.71,0,4,0,0,0.63,0.11,0.67,70,1890,172,0,0,1,4,6,2,2,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","06-11-2021","BO1","PGL Major Stockholm 2021",84.6,7,3,4,1
"Boombl4","Natus Vincere",17,1,16,29.41,0,3,1,0,0.59,0.03,0.55,57.4,1665,192,0,0,1,3,8,2,3,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","06-11-2021","BO1","PGL Major Stockholm 2021",39.81,1,0,3,2
"Perfecto","Natus Vincere",21,5,15,38.1,0,1,0,0,0.72,0.17,0.52,73.1,2120,258,0,0,2,2,11,5,6,0,0,1,1,1,0,1,0,0,0,233272,"de_nuke","06-11-2021","BO1","PGL Major Stockholm 2021",56.15,2,2,1,1
"b1t","Natus Vincere",26,6,16,61.54,1,3,3,0,0.9,0.21,0.55,93.8,2720,382,0,2,2,3,7,7,2,0,0,0,0,2,0,0,0,0,0,233272,"de_nuke","06-11-2021","BO1","PGL Major Stockholm 2021",66.68,1,1,3,3
"electronic","Natus Vincere",23,6,21,26.09,0,3,1,0,0.82,0.21,0.75,104.2,2917,400,0,0,1,5,10,2,7,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","06-11-2021","BO1","PGL Major Stockholm 2021",56.62,8,4,3,2
"apEX","Vitality",19,3,22,31.58,0,4,0,0,0.66,0.1,0.76,69.1,2003,396,0,0,1,5,6,3,3,0,0,0,0,0,0,1,0,0,0,233272,"de_nuke","06-11-2021","BO1","PGL Major Stockholm 2021",21.92,10,5,4,1
"s1mple","Natus Vincere",21,7,14,47.62,0,1,3,1,0.72,0.24,0.48,71.7,2078,221,0,0,3,3,6,1,0,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","06-11-2021","BO1","PGL Major Stockholm 2021",28.6,6,4,1,0
"ZywOo","Vitality",25,6,21,48,0,2,1,3,0.86,0.21,0.72,100,2900,392,0,0,1,6,10,5,5,0,0,0,0,0,0,0,0,2,0,233272,"de_nuke","06-11-2021","BO1","PGL Major Stockholm 2021",74.46,2,1,2,2
"Kyojin","Vitality",6,3,24,83.33,0,2,2,1,0.21,0.1,0.83,35.9,1041,233,0,0,0,0,6,0,4,0,0,0,0,1,0,0,0,0,0,233272,"de_nuke","06-11-2021","BO1","PGL Major Stockholm 2021",21.09,5,1,2,0
"shox","Vitality",14,5,22,50,0,3,0,0,0.48,0.17,0.76,54.2,1572,239,0,0,0,4,6,5,2,0,0,0,0,0,0,0,0,0,0,233272,"de_nuke","06-11-2021","BO1","PGL Major Stockholm 2021",46.58,1,0,3,0
"misutaaa","Vitality",17,5,20,47.06,0,0,2,1,0.59,0.17,0.69,61.7,1790,368,0,0,0,4,9,5,3,0,0,0,0,0,0,1,0,1,0,233272,"de_nuke","06-11-2021","BO1","PGL Major Stockholm 2021",18.73,0,0,0,0
"dev1ce","Ninjas in Pyjamas",18,9,7,16.67,0,2,1,1,1.06,0.53,0.41,115.6,1966,153,0,0,0,6,6,2,1,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",31.7,1,1,2,0
"Plopski","Ninjas in Pyjamas",15,2,11,26.67,1,4,0,0,0.83,0.11,0.61,97.3,1752,288,0,1,0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",64.7,5,3,4,0
"LNZ","Ninjas in Pyjamas",17,7,5,70.59,1,0,0,1,0.94,0.39,0.28,91.5,1647,212,0,0,1,4,7,2,0,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",56.02,1,1,0,0
"REZ","Ninjas in Pyjamas",9,1,5,77.78,1,1,0,2,0.5,0.06,0.28,55.7,1002,98,0,0,0,1,8,2,3,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",15.64,1,1,1,1
"hampus","Ninjas in Pyjamas",20,7,9,35,1,0,0,0,1.11,0.39,0.5,114.1,2054,245,0,0,1,5,8,2,3,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",38.84,4,4,0,0
"dupreeh","Astralis",2,2,18,50,1,1,0,0,0.11,0.11,1,30.1,542,55,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",47.62,5,4,0,0
"Lucky","Astralis",11,1,16,81.82,1,0,3,0,0.61,0.06,0.89,72.2,1300,262,0,0,2,2,2,2,2,0,0,2,0,2,1,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",118.22,3,2,1,1
"gla1ve","Astralis",7,4,18,71.43,1,2,0,0,0.39,0.22,1,64.7,1165,157,0,0,0,0,8,4,4,0,0,0,0,0,0,1,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",75.91,2,1,4,2
"Magisk","Astralis",2,4,18,50,1,3,0,0,0.11,0.22,1,32.8,591,85,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",42.38,7,4,0,0
"Xyp9x","Astralis",6,3,18,50,1,1,2,0,0.33,0.17,1,44.4,799,174,0,0,0,2,3,2,3,0,0,0,0,1,0,0,0,1,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",89.17,3,2,1,1
"Ax1Le","Gambit Esports",16,4,19,56.25,0,3,2,0,0.55,0.14,0.66,65,1885,277,0,0,1,3,7,2,4,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","02-11-2021","BO1","PGL Major Stockholm 2021",72.3,5,1,3,2
"dev1ce","Ninjas in Pyjamas",20,8,17,35,0,1,1,0,0.69,0.28,0.59,60.9,1767,144,0,0,1,4,9,3,3,1,1,0,0,1,0,0,0,0,0,233272,"de_dust2","02-11-2021","BO1","PGL Major Stockholm 2021",126.84,4,0,1,1
"Plopski","Ninjas in Pyjamas",20,5,21,50,0,4,1,1,0.69,0.17,0.72,84.1,2439,333,0,1,0,5,6,3,3,0,0,0,0,1,0,1,0,0,0,233272,"de_dust2","02-11-2021","BO1","PGL Major Stockholm 2021",24.37,7,1,4,1
"sh1ro","Gambit Esports",32,3,15,31.25,0,3,1,1,1.1,0.1,0.52,109.7,3180,177,0,1,4,5,6,7,1,0,0,1,0,0,0,1,0,0,0,233272,"de_dust2","02-11-2021","BO1","PGL Major Stockholm 2021",157.46,5,5,3,2
"REZ","Ninjas in Pyjamas",24,7,20,66.67,0,3,2,0,0.83,0.24,0.69,89.8,2603,353,0,1,3,1,9,1,3,0,0,1,1,0,0,0,0,0,0,233272,"de_dust2","02-11-2021","BO1","PGL Major Stockholm 2021",132.1,4,4,3,0
"LNZ","Ninjas in Pyjamas",10,3,21,70,0,2,2,0,0.34,0.1,0.72,45,1305,185,0,0,0,0,10,1,2,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","02-11-2021","BO1","PGL Major Stockholm 2021",61.58,0,0,2,1
"hampus","Ninjas in Pyjamas",16,8,21,43.75,0,2,2,0,0.55,0.28,0.72,64.2,1861,377,0,0,2,1,8,2,4,0,0,1,0,0,0,1,0,0,0,233272,"de_dust2","02-11-2021","BO1","PGL Major Stockholm 2021",123.76,2,1,2,0
"interz","Gambit Esports",16,5,16,43.75,0,1,1,2,0.55,0.17,0.55,64.4,1868,277,0,1,1,2,5,2,2,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","02-11-2021","BO1","PGL Major Stockholm 2021",49.92,3,2,1,0
"nafany","Gambit Esports",20,9,21,45,0,1,1,2,0.69,0.31,0.72,75.4,2187,356,0,0,0,4,12,2,1,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","02-11-2021","BO1","PGL Major Stockholm 2021",96.89,3,2,1,1
"HObbit","Gambit Esports",16,6,19,56.25,0,4,0,1,0.55,0.21,0.66,60.9,1765,242,0,0,0,5,6,2,2,0,0,0,0,0,0,0,0,0,0,233272,"de_dust2","02-11-2021","BO1","PGL Major Stockholm 2021",119.63,1,1,4,4
"HObbit","Gambit Esports",10,3,10,40,0,2,1,0,0.45,0.14,0.45,53.5,1176,193,0,0,0,1,8,4,3,0,0,0,0,0,0,1,0,0,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",73.57,0,0,2,1
"LNZ","Ninjas in Pyjamas",6,5,17,50,0,0,1,0,0.27,0.23,0.77,23,506,65,0,0,0,1,4,1,3,0,0,0,0,1,0,0,0,0,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",75.1,1,0,0,0
"sh1ro","Gambit Esports",18,6,9,16.67,0,0,0,1,0.82,0.27,0.41,89.1,1961,71,0,0,0,5,9,4,0,0,0,0,0,1,0,0,0,0,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",92.53,5,5,0,0
"nafany","Gambit Esports",22,4,13,54.55,0,3,0,1,1,0.18,0.59,118.4,2604,417,0,0,2,3,11,1,2,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",17.96,3,3,3,3
"Ax1Le","Gambit Esports",22,4,10,40.91,0,2,1,0,1,0.18,0.45,97.5,2146,358,0,0,1,6,7,2,3,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",45.06,5,4,2,1
"dev1ce","Ninjas in Pyjamas",13,2,17,53.85,0,2,2,0,0.59,0.09,0.77,60.7,1336,165,0,0,1,3,4,3,3,0,0,0,0,1,0,1,0,1,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",24.58,2,0,2,1
"REZ","Ninjas in Pyjamas",15,4,17,53.33,0,1,1,1,0.68,0.18,0.77,73.2,1611,275,0,0,1,4,4,2,5,0,0,0,0,2,0,0,0,1,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",35.93,2,0,1,0
"Plopski","Ninjas in Pyjamas",4,4,17,25,0,2,2,0,0.18,0.18,0.77,37.7,829,136,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",20.19,4,1,2,1
"hampus","Ninjas in Pyjamas",7,3,18,57.14,0,2,1,0,0.32,0.14,0.82,50.1,1102,171,0,0,0,1,5,1,1,0,0,0,0,0,0,0,0,1,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",32.88,5,0,2,0
"interz","Gambit Esports",12,4,7,33.33,0,0,3,1,0.55,0.18,0.32,41.7,917,193,0,0,0,2,8,2,1,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","02-11-2021","BO1","PGL Major Stockholm 2021",78.57,1,1,0,0
"dev1ce","Ninjas in Pyjamas",24,6,19,41.67,0,3,0,0,0.86,0.21,0.68,98,2743,256,0,0,3,6,3,4,3,0,0,0,0,1,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",31.7,1,1,2,0
"hampus","Ninjas in Pyjamas",23,5,15,39.13,0,3,2,0,0.82,0.18,0.54,77.3,2164,316,0,0,3,3,8,3,5,0,0,0,0,1,0,1,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",38.84,4,4,0,0
"frozen","MOUZ",19,5,17,57.89,0,4,0,0,0.68,0.18,0.61,86.6,2424,347,0,3,0,1,5,2,1,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",19.24,3,1,2,2
"Plopski","Ninjas in Pyjamas",17,6,16,35.29,0,0,0,0,0.61,0.21,0.57,83.6,2341,436,0,0,2,4,3,7,2,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",64.7,5,3,4,0
"dexter","MOUZ",19,7,20,36.84,0,0,1,0,0.68,0.25,0.71,75.5,2113,396,0,0,1,4,8,4,4,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",72.59,2,1,2,0
"Bymas","MOUZ",11,4,17,27.27,0,1,2,1,0.39,0.14,0.61,54.9,1538,219,0,0,1,0,8,3,5,0,0,0,0,0,0,0,0,1,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",32.69,2,1,1,1
"acoR","MOUZ",14,4,19,21.43,0,1,0,0,0.5,0.14,0.68,48.6,1362,138,0,0,1,3,5,4,5,0,0,0,0,1,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",79.53,7,4,1,0
"ropz","MOUZ",20,2,16,60,0,2,0,0,0.71,0.07,0.57,62.2,1741,237,0,0,1,4,9,4,5,0,0,0,0,1,0,1,0,1,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",46.97,2,2,3,0
"LNZ","Ninjas in Pyjamas",9,12,16,55.56,0,1,3,0,0.32,0.43,0.57,34.2,959,152,0,0,0,2,5,3,3,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",56.02,1,1,0,0
"REZ","Ninjas in Pyjamas",16,4,17,25,0,1,0,0,0.57,0.14,0.61,58.2,1629,276,0,0,2,3,4,3,4,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","31-10-2021","BO1","PGL Major Stockholm 2021",15.64,1,1,1,1
"olofmeister","FaZe Clan",18,3,15,50,0,0,1,0,0.62,0.1,0.52,56.7,1643,223,0,0,0,5,8,4,1,0,0,0,0,1,0,0,0,0,0,233272,"de_inferno","03-11-2021","BO1","PGL Major Stockholm 2021",45.75,1,0,0,0
"karrigan","FaZe Clan",15,9,23,26.67,0,7,0,0,0.52,0.31,0.79,69.4,2012,331,0,0,0,4,7,0,2,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","03-11-2021","BO1","PGL Major Stockholm 2021",81.56,9,4,7,2
"Twistzz","FaZe Clan",19,4,17,57.89,0,3,0,1,0.66,0.14,0.59,72.7,2108,341,0,0,1,3,10,4,2,0,0,0,0,1,0,0,0,0,0,233272,"de_inferno","03-11-2021","BO1","PGL Major Stockholm 2021",81.52,2,1,3,1
"rain","FaZe Clan",15,4,21,26.67,0,2,1,1,0.52,0.14,0.72,67.2,1949,380,0,0,0,3,9,4,6,0,0,0,0,0,0,1,0,0,0,233272,"de_inferno","03-11-2021","BO1","PGL Major Stockholm 2021",76.11,4,1,2,1
"broky","FaZe Clan",29,7,13,34.48,0,0,6,0,1,0.24,0.45,92.7,2688,221,0,1,2,4,11,7,4,0,0,0,0,1,0,1,0,0,0,233272,"de_inferno","03-11-2021","BO1","PGL Major Stockholm 2021",92.18,1,1,0,0
"Qikert","Virtus.Pro",25,7,21,56,0,4,2,0,0.86,0.24,0.72,101.9,2956,432,0,0,0,9,7,5,3,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","03-11-2021","BO1","PGL Major Stockholm 2021",134.75,3,0,4,4
"FL1T","Virtus.Pro",15,2,21,33.33,0,1,1,0,0.52,0.07,0.72,52,1507,222,0,0,0,2,11,4,5,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","03-11-2021","BO1","PGL Major Stockholm 2021",15.45,5,3,1,1
"Jame","Virtus.Pro",21,11,16,14.29,0,1,2,0,0.72,0.38,0.55,71.6,2076,73,0,0,1,3,12,3,5,0,0,0,0,2,0,0,0,1,0,233272,"de_inferno","03-11-2021","BO1","PGL Major Stockholm 2021",177.48,2,2,1,0
"YEKINDAR","Virtus.Pro",19,3,19,57.89,0,5,0,0,0.66,0.1,0.66,72.2,2094,382,0,0,1,3,10,2,3,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","03-11-2021","BO1","PGL Major Stockholm 2021",62.43,5,3,5,2
"buster","Virtus.Pro",9,7,19,55.56,0,1,2,2,0.31,0.24,0.66,45.3,1315,185,0,0,0,0,9,1,3,0,0,0,0,0,0,0,0,0,0,233272,"de_inferno","03-11-2021","BO1","PGL Major Stockholm 2021",83.31,2,2,1,1
"broky","FaZe Clan",19,7,16,31.58,0,3,5,0,0.63,0.23,0.53,68.9,2068,129,0,0,0,7,5,3,1,0,0,0,0,1,0,1,0,0,0,233272,"de_ancient","03-11-2021","BO1","PGL Major Stockholm 2021",85.39,0,0,3,1
"Jame","Virtus.Pro",14,0,18,7.14,0,3,3,1,0.47,0,0.6,49.4,1482,61,0,0,0,2,10,2,1,0,0,0,0,0,0,0,0,1,0,233272,"de_ancient","03-11-2021","BO1","PGL Major Stockholm 2021",77.44,2,0,3,3
"YEKINDAR","Virtus.Pro",25,5,20,24,0,2,1,0,0.83,0.17,0.67,81.6,2447,362,0,1,2,5,6,4,1,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","03-11-2021","BO1","PGL Major Stockholm 2021",59.25,3,2,2,1
"buster","Virtus.Pro",15,6,22,33.33,0,3,1,0,0.5,0.2,0.73,76.9,2308,322,0,0,0,4,7,1,3,0,0,0,0,1,0,0,0,0,0,233272,"de_ancient","03-11-2021","BO1","PGL Major Stockholm 2021",48.69,0,0,3,2
"Qikert","Virtus.Pro",17,4,20,41.18,0,1,2,0,0.57,0.13,0.67,71,2130,351,0,0,2,1,10,4,1,0,0,0,0,1,1,0,0,0,0,233272,"de_ancient","03-11-2021","BO1","PGL Major Stockholm 2021",78.25,7,5,1,0
"FL1T","Virtus.Pro",18,1,23,27.78,0,3,2,0,0.6,0.03,0.77,72,2159,334,0,1,1,2,8,2,3,0,0,1,1,0,0,0,0,0,0,233272,"de_ancient","03-11-2021","BO1","PGL Major Stockholm 2021",31.97,6,3,3,1
"Twistzz","FaZe Clan",22,3,18,72.73,0,1,3,0,0.73,0.1,0.6,70.7,2122,318,0,0,2,4,8,3,4,0,0,1,1,1,0,0,0,0,0,233272,"de_ancient","03-11-2021","BO1","PGL Major Stockholm 2021",39.53,3,1,1,1
"karrigan","FaZe Clan",22,3,19,59.09,0,1,0,0,0.73,0.1,0.63,81.5,2445,352,0,1,0,4,10,1,3,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","03-11-2021","BO1","PGL Major Stockholm 2021",57.12,10,5,1,0
"olofmeister","FaZe Clan",18,6,22,55.56,0,4,0,0,0.6,0.2,0.73,72,2159,296,0,0,3,2,6,2,3,0,0,0,0,0,0,0,0,0,0,233272,"de_ancient","03-11-2021","BO1","PGL Major Stockholm 2021",78.48,1,0,4,1
"rain","FaZe Clan",15,7,19,53.33,0,3,0,0,0.5,0.23,0.63,59.6,1787,144,0,0,0,3,9,0,2,0,0,0,0,1,0,0,0,0,0,233272,"de_ancient","03-11-2021","BO1","PGL Major Stockholm 2021",84.53,4,2,3,2
"Qikert","Virtus.Pro",16,3,18,31.25,0,1,1,0,0.59,0.11,0.67,66.8,1804,278,0,0,0,3,10,2,6,0,0,0,0,0,0,0,0,0,0,233272,"de_overpass","03-11-2021","BO1","PGL Major Stockholm 2021",145.35,2,1,1,1
"broky","FaZe Clan",19,5,16,21.05,0,1,4,0,0.7,0.19,0.59,77.1,2081,159,0,0,1,6,4,2,1,0,0,1,1,0,0,0,0,0,0,233272,"de_overpass","03-11-2021","BO1","PGL Major Stockholm 2021",117.19,4,3,1,0
